year,viv_type,mean,sd,realized
2015,tavi_in_savr,74.85,11.003707509170193,0.0
2015,tavi_in_tavi,1.25,0.621581560508061,1.25
2016,tavi_in_savr,106.1,9.530560264085649,0.0
2016,tavi_in_tavi,1.5384615384615385,0.5188745216627708,1.5384615384615385
2017,tavi_in_savr,137.4,15.006665185843257,0.0
2017,tavi_in_tavi,1.7894736842105263,0.7132825035177586,1.7894736842105263
2018,tavi_in_savr,182.3,14.356733245194897,0.0
2018,tavi_in_tavi,3.3529411764705883,2.1488711126597444,3.3529411764705883
2019,tavi_in_savr,226.4,15.270887335056864,49.400000000000006
2019,tavi_in_tavi,4.0,1.7950549357115013,4.0
2020,tavi_in_savr,275.15,15.208290675258597,78.14999999999998
2020,tavi_in_tavi,5.4,2.3929721664644754,5.4
2021,tavi_in_savr,331.05,16.11300553492182,148.05
2021,tavi_in_tavi,6.8,2.8946411467435915,6.8
2022,tavi_in_savr,382.35,17.13499036290485,210.35000000000002
2022,tavi_in_tavi,9.65,2.9607075967890193,9.65
2023,tavi_in_savr,445.2,25.496336166099187,225.2
2023,tavi_in_tavi,15.95,3.3320611607453086,15.95
2024,tavi_in_savr,478.85,23.104510837770004,478.85
2024,tavi_in_tavi,24.9,5.665221693994443,24.9
2025,tavi_in_savr,523.15,27.851627562760815,523.15
2025,tavi_in_tavi,41.6,5.834561274265435,41.6
2026,tavi_in_savr,552.6,22.841329116088527,552.6
2026,tavi_in_tavi,54.9,8.729261137118078,54.9
2027,tavi_in_savr,567.1,20.910586590981794,567.1
2027,tavi_in_tavi,77.1,6.727007624415731,77.1
2028,tavi_in_savr,580.95,25.33039572072298,580.95
2028,tavi_in_tavi,104.7,10.82443629260349,104.7
2029,tavi_in_savr,571.3,25.83775287605736,571.3
2029,tavi_in_tavi,131.75,9.37451753144493,131.75
2030,tavi_in_savr,552.45,25.117565671520758,552.45
2030,tavi_in_tavi,173.45,14.33609724473597,173.45
2031,tavi_in_savr,539.95,23.46660561196203,539.95
2031,tavi_in_tavi,212.4,12.766733085805875,212.4
2032,tavi_in_savr,496.45,18.77981839495176,496.45
2032,tavi_in_tavi,269.2,12.746929454826201,269.2
2033,tavi_in_savr,458.75,21.633003538696677,458.75
2033,tavi_in_tavi,319.1,12.706815411216793,319.1
2034,tavi_in_savr,424.9,20.294930660791017,424.9
2034,tavi_in_tavi,374.4,15.984861259131543,374.4
2035,tavi_in_savr,384.65,16.915502077275622,384.65
2035,tavi_in_tavi,443.55,22.668027564925243,443.55
